wav,transcript,accent
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0362.wav,We threaten to be of the one mind before the voyage is completed,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0363.wav,She was built primarily to sail,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0364.wav,In the Bohemian Club of San Francisco there are some crack sailors,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0365.wav,My age in years is twenty two,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0366.wav,I forgot how easily I had taught myself from the printed page,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0367.wav,Any average young fellow can teach himself in a week,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0368.wav,Please do not think that I already know it all,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0369.wav,You see we were teaching ourselves,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0370.wav,And now behold the perversity of things,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0371.wav,Yield yourself to the waters that are ripping and tearing at you,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0372.wav,Mister McVeigh told me about him,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0373.wav,Unlike Joshua he stood in no need of divine assistance,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0374.wav,To say the least Captain Cook was a rather thorough going empiricist,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0375.wav,Man could not conquer them,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0376.wav,Thought I and a worthy fool he proved,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0377.wav,A scarlet loincloth completed his costume,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0378.wav,I like to speculate upon the glorious future of man,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0379.wav,Christmas is an easy problem compared with a Polynesian giving feast,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0380.wav,He had peeled off his shirt and was wildly waving it,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0381.wav,And how would we ever find ourselves,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0382.wav,I defy any man to get a Solomon Island sore in California,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0383.wav,A bush chief had died a natural death,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0384.wav,The skipper's and Na ka tas gymnastics served as a translation without words,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0385.wav,Last night he showed all the symptoms of coming down with pneumonia,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0386.wav,My idea was that he would have more influence over the natives,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0387.wav,It is merely the simple superlative,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0388.wav,I made no more overtures,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0389.wav,Among my minor afflictions I may mention a new and mysterious one,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0390.wav,The voyage was our idea of a good time,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0391.wav,At sea Tuesday March seventeenth nineteen o eight,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0392.wav,Yes sir he answered with cheerful alacrity,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0393.wav,I was still weak from my prolonged immersion,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0394.wav,The boy hesitated then mastered his temper,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0395.wav,I was beneath the water suffocating and drowning,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0396.wav,The pain from my hurt knee was agonizing,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0397.wav,The hunters were still arguing and roaring like some semi human amphibious breed,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0398.wav,I have been robbed sir I amended,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0399.wav,You were looking squeamish this afternoon he began,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0400.wav,How could I answer the question on the spur of the moment,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0401.wav,I learned it myself in English ships,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0402.wav,An altruistic act is an act performed for the welfare of others,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0403.wav,Knowing him I review the old Scandinavian myths with clearer understanding,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0404.wav,Yes and no sir was the slow reply,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0405.wav,And each year something happened and I did not go,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0406.wav,How in hell did he know it was you in the dark,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0407.wav,Of course much grumbling went on and little outbursts were continually occurring,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0408.wav,You have all the advantage,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0409.wav,The dirk mentioned by Wolf Larsen rested in its sheath on my hip,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0410.wav,Have you ever earned a dollar by your own labour,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0411.wav,He gave no reason but his motive was obvious enough,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0412.wav,Ah it was sweet in my ears,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0413.wav,He may desire to escape pain or to enjoy pleasure,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0414.wav,It was impossible to hoist sail and claw off that shore,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0415.wav,There was nothing for us but the wide raw ocean,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0416.wav,I arose obediently and went down the beach,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0417.wav,The next thing to watch out for is bed sores,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0418.wav,At that moment I got the impression that she was willowy,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0419.wav,Your father's fifth command he nodded,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0420.wav,On occasion on this traverse the Cape Verde Islands are raised,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0421.wav,She is essentially the life giving life conserving female of the species,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0422.wav,This was when the explosion occurred,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0423.wav,Also at regular intervals he would mutter,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0424.wav,It is a very tenable hypothesis and will bear looking into,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0425.wav,There were orange green gold green and a copper green,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0426.wav,The Gabriel voice of the Samurai rang out,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0427.wav,The sunsets grow more bizarre and spectacular off this coast of the Argentine,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0428.wav,The history of our westward faring race is written in it,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0429.wav,And the Eurasian Chinese Englishman bowed himself away,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0430.wav,They were babbling and chattering all together,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0431.wav,Too much he told me with ominous rolling head,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0432.wav,He is a candidate rising from the serf class to our class,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0433.wav,We are cooking on the coal stove and on the oil burners,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0434.wav,The steward has just tendered me a respectful bit of advice,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0435.wav,Well did they eat,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0436.wav,Famine had been my great ally,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0437.wav,Nowhere in the North is the soil so prolific,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0438.wav,They ran the canoe in and climbed the high earth bank,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0439.wav,The land exchanged its austere robes for the garb of a smiling wanton,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0440.wav,There were stir and bustle new faces and fresh facts,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0441.wav,And there was Ethel Baird whom also you must remember,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0442.wav,He had become a man very early in life,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0443.wav,I did not think you would be so early,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0444.wav,He did not know what went on in the minds of his superiors,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0445.wav,Mops sir eagerly answered the sailor at the wheel,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0446.wav,Some one had thrust a large sheath knife into his hand,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0447.wav,O'Brien emitted a shriek that sank swiftly to a gurgling sob,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0448.wav,Sandel would never become a world champion,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0449.wav,Also she wouldn't walk,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0450.wav,To my dearest and always appreciated friend I submit myself,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0451.wav,You used to joy ride like the very devil,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0452.wav,They saw each other for the first time in Boston,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0453.wav,Isaac Ford the austere soldier of the Lord the old hypocrite,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0454.wav,Eighteen he added,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0455.wav,His reward should have been peace and repose,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0456.wav,He was an amphibian and a mountaineer,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0457.wav,It was sanctification and salvation,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0458.wav,The history of the eighteenth century is written Ernest prompted,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0459.wav,They are not biologists nor sociologists,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0460.wav,The more his opponents grew excited the more Ernest deliberately excited them,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0461.wav,By virtue of that power we shall remain in power,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0462.wav,One guess will do Ernest retorted,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0463.wav,Take my advice and accept the vacation,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0464.wav,I could not agree with Ernest,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0465.wav,But such divergence of opinion would constitute no menace to society,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0466.wav,It is dog eat dog and you ate them up,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0467.wav,Let us run them for ourselves,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0468.wav,It was introduced by Representative Dick of Ohio,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0469.wav,Very few people knew of the existence of this law,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0470.wav,The very thing Ernest agreed,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0471.wav,Also a fellow Senator Chauncey Depew said,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0472.wav,Ernest saw in the affair the most sinister import,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0473.wav,Then there was the campaign,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0474.wav,He was manifestly distressed by my coming,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0475.wav,Not a wheel moved in his empire,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0476.wav,The reorganization of these countries took the form of revolution,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0477.wav,You're going in for grab sharing,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0478.wav,The Oligarchy will encourage such ambition and the consequent competition,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0479.wav,Violation of this law was made a high misdemeanor and punished accordingly,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0480.wav,Without discussion it was the agents provocateurs who caused the Peasant Revolt,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0481.wav,The task we set ourselves was threefold,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0482.wav,Many other similar disconcerting omissions will be noticed in the Manuscript,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0483.wav,The flower of the artistic and intellectual world were revolutionists,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0484.wav,This the Iron Heel foresaw and laid its schemes accordingly,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0485.wav,The mob came on but it could not advance,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0486.wav,But why continue the tirade for tirade it was,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0487.wav,After all superfluous flesh is gone what is left is stringy and resistant,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0488.wav,Beyond refusing to sell us food they left us to ourselves,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0489.wav,He was a merry monarch especially so for an Asiatic,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0490.wav,What an excited whispering and conferring took place,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0491.wav,Jacob Brinker who was his road mate brought the news,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0492.wav,Thus he turned the tenets and jargon of psychology back on me,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0493.wav,You yellow giant thing of the frost,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0494.wav,Never so strange a prophet came up to Jerusalem,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0495.wav,We who have endured so much surely can endure a little more,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0496.wav,I have seen myself that one man contemplated by Pascal's philosophic eye,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0497.wav,One great drawback to farming in California is our long dry summer,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0498.wav,I remembered the red wine of the Italian rancho and shuddered inwardly,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0499.wav,I said and dismissed the matter as not worth thinking about,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0500.wav,Then came my boy code,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0501.wav,And wherever I ranged the way lay along alcohol drenched roads,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0502.wav,And as we hurried up town Joe Goose explained,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0503.wav,The scents of strange vegetation blew off the tropic land,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0504.wav,The life there was healthful and athletic but too juvenile,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0505.wav,How valiantly I went at it that first day,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0506.wav,It would help to tide me along until I got steady employment,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0507.wav,Did I possess too much vitality,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0508.wav,In his anxiety and solicitude and love they did not count,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0509.wav,He had fulfilled his duty and paid properly,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0510.wav,He knew what taboos he was violating,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0511.wav,Do you value your hide,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0512.wav,You should have seen them when they heard me spitting Chinook,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0513.wav,He plodded on for half an hour when the hallucination arose again,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0514.wav,Tomorrow or next day it might he gone,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0515.wav,But already he had composed himself,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0516.wav,Zilla relaxed her sour mouth long enough to sigh her satisfaction,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0517.wav,Eggshell is not good to eat,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0518.wav,But there was also talk of witchcraft in the village,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0519.wav,Yea I will tell thee,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0520.wav,Hans hurled himself upon the prostrate man striking madly with his fists,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0521.wav,And he thought of Oona and of her words,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0522.wav,Nor would it thaw out his hands and feet,Female Korean
